TripID,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,RatecodeID,store_and_fwd_flag,payment_type,fare_amount,extra,mta_tax,improvement_surcharge,tip_amount,tolls_amount,total_amount
101017273,2,11/29/2017 7:45:12 PM,11/29/2017 8:20:01 PM,6,17.19,132,229,2,N,2,52,4.5,0.5,0.3,0,0,57.3
50392556,2,06/14/2017 7:27:23 PM,06/14/2017 7:43:45 PM,1,3.72,140,234,1,N,1,15.5,1,0.5,0.3,1.7,0,19
96627564,1,11/14/2017 7:46:16 PM,11/14/2017 8:00:23 PM,2,2.7,143,236,1,N,1,12,1,0.5,0.3,0,0,13.8
23435192,1,03/21/2017 9:01:28 AM,03/21/2017 9:16:41 AM,1,0.9,237,161,1,N,2,10,0,0.5,0.3,0,0,10.8
21886122,1,03/17/2017 12:01:02 AM,03/17/2017 12:39:06 AM,1,9.2,88,260,1,N,1,31.5,0.5,0.5,0.3,6.55,0,39.35
90199103,1,10/25/2017 11:58:08 PM,10/26/2017 12:03:54 AM,3,0.7,158,249,1,N,1,5.5,0.5,0.5,0.3,1.35,0,8.15
66078466,2,08/04/2017 14:54,08/04/2017 15:38,4,4.51,13,161,1,N,2,28,0,0.5,0.3,0,0,28.8
70378580,1,08/20/2017 11:55:44 AM,08/20/2017 12:00:16 PM,1,0.6,229,237,1,N,1,5,0,0.5,0.3,1.15,0,6.95
45838957,1,05/28/2017 4:47:27 PM,05/28/2017 4:56:29 PM,3,2,48,68,1,N,2,8.5,0,0.5,0.3,0,0,9.3
16761302,1,03/01/2017 08:42,03/01/2017 09:03,1,4,79,237,1,N,1,17,0,0.5,0.3,4.45,0,22.25
84237694,2,10/07/2017 01:00,10/07/2017 01:00,2,0,264,100,5,N,1,12.8,0,0.5,0.3,2.72,0,16.32
81484283,2,09/28/2017 9:21:38 AM,09/28/2017 10:00:26 AM,1,2.73,68,237,1,N,1,23,0,0.5,0.3,4.76,0,28.56
67150266,1,08/08/2017 16:37,08/08/2017 16:52,1,1.9,170,68,1,N,1,11,1,0.5,0.3,2.55,0,15.35
41707743,1,05/10/2017 11:15,05/10/2017 11:20,1,1,229,170,1,N,1,5.5,0,0.5,0.3,1.5,0,7.8
42450170,1,05/12/2017 12:49,05/12/2017 12:49,1,0,186,264,1,Y,2,11.5,0,0.5,0.3,0,0,12.3
87357176,1,10/17/2017 6:57:39 AM,10/17/2017 7:04:28 AM,1,1.4,264,137,1,N,1,7,0,0.5,0.3,0,0,7.8
53064914,1,06/22/2017 12:47:53 PM,06/22/2017 12:54:24 PM,1,0.2,186,186,1,N,2,5.5,0,0.5,0.3,0,0,6.3
17207513,1,03/02/2017 12:57,03/02/2017 13:07,1,1.6,114,107,1,N,2,8.5,0,0.5,0.3,0,0,9.3
78798575,1,09/19/2017 10:32:47 AM,09/19/2017 11:05:55 AM,1,0.9,164,161,1,N,2,19,0,0.5,0.3,0,0,19.8
37882446,1,05/04/2017 15:47,05/04/2017 16:13,3,3.6,186,239,1,N,2,17.5,0,0.5,0.3,0,0,18.3
58855621,2,07/11/2017 00:14,07/11/2017 00:30,6,4.3,87,189,1,N,1,15.5,0.5,0.5,0.3,3.36,0,20.16
2880598,2,01/11/2017 14:48,01/11/2017 15:00,1,2.19,232,90,1,N,1,10,0,0.5,0.3,2.16,0,12.96
85020659,1,10/09/2017 19:01,10/09/2017 19:07,2,0.8,142,43,1,N,1,6,0,0.5,0.3,1.25,0,8.05
39201927,1,05/21/2017 3:52:56 PM,05/21/2017 4:11:47 PM,1,0.9,233,229,1,N,1,12,0,0.5,0.3,2.56,0,15.36
97003452,2,11/15/2017 9:41:37 PM,11/15/2017 9:56:28 PM,5,2.16,79,68,1,N,1,12,0.5,0.5,0.3,1,0,14.3
66929679,1,08/07/2017 18:37,08/07/2017 18:45,1,1,79,249,1,N,1,7.5,1,0.5,0.3,1,0,10.3
50681512,1,06/15/2017 4:04:58 PM,06/15/2017 4:07:10 PM,1,0.7,239,142,1,N,2,4,1,0.5,0.3,0,0,5.8
22816795,2,03/19/2017 7:04:32 PM,03/19/2017 7:35:36 PM,2,3.94,230,144,1,N,1,20.5,0,0.5,0.3,4.26,0,25.56
111626114,2,01/01/2017 21:01,01/01/2017 21:06,1,1.83,170,141,1,N,1,7.5,0.5,0.5,0.3,1.5,0,10.3
101262970,2,11/30/2017 2:41:58 PM,11/30/2017 2:50:36 PM,1,1.38,264,264,1,N,1,8,0,0.5,0.3,1.76,0,10.56
11696335,1,02/14/2017 8:45:35 PM,02/14/2017 9:15:13 PM,1,9.7,93,90,2,N,1,52,0,0.5,0.3,12,5.54,70.34
9632318,2,02/10/2017 18:21,02/10/2017 18:39,1,2.31,163,262,1,N,1,13,1,0.5,0.3,0,0,14.8
94407795,2,11/07/2017 22:29,11/07/2017 22:37,2,1.4,164,68,1,N,2,7,0.5,0.5,0.3,0,0,8.3
55405244,2,06/06/2017 07:48,06/06/2017 08:06,1,1.89,238,236,1,N,1,11.5,0,0.5,0.3,1.84,0,14.14
32518271,2,04/20/2017 7:48:07 PM,04/20/2017 7:56:20 PM,1,1.08,237,142,1,N,2,7,1,0.5,0.3,0,0,8.8
103441080,1,12/07/2017 03:32,12/07/2017 03:39,1,1.8,164,161,1,N,2,7.5,0.5,0.5,0.3,0,0,8.8
103564217,2,12/07/2017 13:06,12/07/2017 13:15,1,0.91,170,162,1,N,1,7,0,0.5,0.3,1.56,0,9.36
39898888,2,05/17/2017 3:29:42 PM,05/17/2017 3:31:35 PM,1,0.62,163,237,1,N,1,4,0,0.5,0.3,2.5,0,7.3
47791593,2,06/03/2017 01:12,06/03/2017 01:26,3,1.24,113,79,1,N,1,10,0.5,0.5,0.3,2.82,0,14.12
40712536,1,05/19/2017 7:10:58 PM,05/19/2017 7:18:07 PM,2,1.1,166,151,1,N,1,7,1,0.5,0.3,2.2,0,11
16568048,2,03/11/2017 00:46,03/11/2017 00:52,1,0.61,144,211,1,N,1,5.5,0.5,0.5,0.3,1,0,7.8
724317,2,01/03/2017 13:37,01/03/2017 14:26,1,9.31,138,186,1,N,1,36,0,0.5,0.3,7.36,0,44.16
15266074,2,02/25/2017 6:42:37 PM,02/25/2017 6:53:51 PM,1,1.8,107,230,1,N,1,9.5,0,0.5,0.3,2.06,0,12.36
26110158,2,03/30/2017 10:35:30 AM,03/30/2017 10:39:52 AM,1,0.74,239,143,1,N,2,5,0,0.5,0.3,0,0,5.8
61148114,2,07/18/2017 7:01:59 PM,07/18/2017 7:14:36 PM,1,4.41,50,166,1,N,1,15,1,0.5,0.3,3.36,0,20.16
89344546,2,10/23/2017 9:33:05 AM,10/23/2017 9:36:46 AM,2,0.44,186,48,1,N,1,4.5,0,0.5,0.3,1,0,6.3
61826608,2,07/20/2017 8:42:12 PM,07/20/2017 8:47:35 PM,1,0.63,162,230,1,N,1,5,0.5,0.5,0.3,1.26,0,7.56
101557997,2,12/01/2017 11:43,12/01/2017 12:00,1,0.86,162,230,1,N,1,10.5,0,0.5,0.3,2.82,0,14.12
36567304,2,04/30/2017 10:41:06 AM,04/30/2017 10:53:41 AM,1,2.63,151,163,1,N,1,10.5,0,0.5,0.3,2.26,0,13.56
37901872,1,05/04/2017 17:01,05/04/2017 17:22,2,2.5,79,163,1,N,2,14.5,1,0.5,0.3,0,0,16.3
53402389,2,06/23/2017 8:46:13 AM,06/23/2017 9:17:46 AM,1,7.03,137,223,1,N,1,26.5,0,0.5,0.3,5.46,0,32.76
904388,2,01/04/2017 07:15,01/04/2017 07:37,1,6.22,239,261,1,N,1,21,0,0.5,0.3,4.36,0,26.16
110560219,1,12/30/2017 1:28:37 PM,12/30/2017 1:51:40 PM,2,5.3,230,261,1,N,2,20.5,0,0.5,0.3,0,0,21.3
81908547,2,09/29/2017 3:33:39 PM,09/29/2017 3:41:39 PM,2,1.05,239,142,1,N,2,7,0,0.5,0.3,0,0,7.8
112471682,2,01/05/2017 21:03,01/05/2017 21:20,2,2.91,164,143,1,N,1,13,0.5,0.5,0.3,2.86,0,17.16
26199367,1,03/30/2017 3:55:58 PM,03/30/2017 4:10:39 PM,1,2.2,263,229,1,N,1,11,0,0.5,0.3,3,0,14.8
31897656,1,04/19/2017 5:55:50 AM,04/19/2017 5:59:02 AM,1,1.3,170,229,1,N,2,5.5,0,0.5,0.3,0,0,6.3
31469811,1,04/17/2017 10:28:46 PM,04/17/2017 10:34:53 PM,1,1.2,158,211,1,N,1,6.5,0.5,0.5,0.3,1.95,0,9.75
78026990,2,09/16/2017 4:20:39 PM,09/16/2017 4:25:32 PM,1,1.54,231,249,1,N,1,6.5,0,0.5,0.3,1.46,0,8.76
63175740,1,07/25/2017 5:35:40 PM,07/25/2017 5:44:12 PM,1,1.5,238,236,1,N,2,8,1,0.5,0.3,0,0,9.8
32233642,2,04/19/2017 11:42:36 PM,04/19/2017 11:57:16 PM,6,3.28,211,229,1,N,1,13,0.5,0.5,0.3,2,0,16.3
23542426,1,03/21/2017 3:29:49 PM,03/21/2017 3:50:30 PM,1,2.3,162,143,1,N,2,14.5,0,0.5,0.3,0,0,15.3
47624861,2,06/02/2017 16:51,06/02/2017 17:08,1,2.13,186,144,1,N,1,12,1,0.5,0.3,2.76,0,16.56
70745662,1,08/21/2017 8:02:08 PM,08/21/2017 8:09:31 PM,2,1,68,170,1,N,1,6.5,0.5,0.5,0.3,1.55,0,9.35
109730301,1,12/27/2017 12:39:38 PM,12/27/2017 12:56:03 PM,2,1.2,186,170,1,N,2,11,0,0.5,0.3,0,0,11.8
67262159,1,08/08/2017 22:43,08/08/2017 22:58,1,3.6,186,236,1,N,1,14,0.5,0.5,0.3,3,0,18.3
26131283,2,03/30/2017 11:54:44 AM,03/30/2017 12:12:20 PM,1,2.57,239,100,1,N,1,13.5,0,0.5,0.3,2.86,0,17.16
53367260,2,06/23/2017 6:04:35 AM,06/23/2017 6:08:42 AM,1,1.29,229,137,1,N,1,6,0,0.5,0.3,1.36,0,8.16
74128445,2,09/03/2017 22:29,09/03/2017 22:29,1,0,264,239,5,N,1,60,0,0.5,0.3,12.16,0,72.96
48135254,2,06/03/2017 22:41,06/03/2017 23:21,1,8.26,138,166,1,N,1,32.5,0.5,0.5,0.3,7.91,5.76,47.47
112469015,1,01/05/2017 20:55,01/05/2017 21:10,1,8.9,48,127,1,N,1,25.5,0.5,0.5,0.3,8,0,34.8
91826326,2,10/30/2017 9:58:26 PM,10/30/2017 10:08:01 PM,1,1.34,142,237,1,N,1,6.5,0.5,0.5,0.3,1.5,0,9.3
56367486,2,06/11/2017 17:38,06/11/2017 17:45,1,0.2,161,161,1,N,2,5.5,0,0.5,0.3,0,0,6.3
30937591,2,04/16/2017 9:30:59 AM,04/16/2017 9:45:17 AM,3,7.37,138,255,1,N,2,22.5,0,0.5,0.3,0,0,23.3
63838491,2,07/27/2017 7:05:20 PM,07/27/2017 7:21:23 PM,1,1.93,234,170,1,N,1,11.5,1,0.5,0.3,1.7,0,15
64026667,1,07/28/2017 11:13:21 AM,07/28/2017 11:21:48 AM,1,0.9,79,249,1,N,2,7.5,0,0.5,0.3,0,0,8.3
52456594,1,06/20/2017 6:05:50 PM,06/20/2017 6:30:16 PM,1,1.3,164,230,1,N,1,15,1,0.5,0.3,5,0,21.8
30414113,2,04/14/2017 6:11:07 PM,04/14/2017 6:12:12 PM,6,0.33,229,229,1,N,1,3,1,0.5,0.3,1.2,0,6
43699688,2,05/22/2017 7:47:17 PM,05/22/2017 7:58:35 PM,1,1.6,234,211,1,N,1,8.5,1,0.5,0.3,1,0,11.3
22510227,1,03/18/2017 8:18:46 PM,03/18/2017 8:28:31 PM,1,0.4,100,100,1,N,3,7,0.5,0.5,0.3,0,0,8.3
41294967,2,05/09/2017 09:20,05/09/2017 09:56,1,3.95,163,148,1,N,1,23,0,0.5,0.3,4.76,0,28.56
62717278,1,07/23/2017 10:32:00 PM,07/23/2017 11:29:52 PM,1,8.5,68,225,1,N,1,40,0.5,0.5,0.3,2,0,43.3
25647263,1,03/30/2017 7:30:19 PM,03/30/2017 7:43:59 PM,1,1.6,249,232,1,N,1,10,1,0.5,0.3,2.36,0,14.16
70778122,2,08/21/2017 11:39:57 PM,08/21/2017 11:51:47 PM,1,2.5,186,148,1,N,2,10.5,0.5,0.5,0.3,0,0,11.8
56272660,2,06/11/2017 01:37,06/11/2017 01:45,1,2.7,7,129,1,N,1,9.5,0.5,0.5,0.3,2.7,0,13.5
83434108,2,10/04/2017 17:34,10/04/2017 18:00,1,2.57,162,43,1,N,1,16.5,1,0.5,0.3,4.58,0,22.88
46540510,1,05/31/2017 10:57:08 AM,05/31/2017 11:13:32 AM,1,1.8,170,68,1,N,1,11.5,0,0.5,0.3,3.65,0,15.95
11055550,2,02/08/2017 08:12,02/08/2017 08:21,1,0.97,163,161,1,N,1,7,0,0.5,0.3,1.56,0,9.36
72017629,2,08/26/2017 1:43:25 PM,08/26/2017 1:53:11 PM,1,1.27,234,158,1,N,1,8,0,0.5,0.3,1,0,9.8
94472941,2,11/08/2017 07:51,11/08/2017 08:02,1,1.87,68,230,1,N,1,9,0,0.5,0.3,1.96,0,11.76
8045016,2,02/03/2017 15:49,02/03/2017 16:00,1,1.83,161,141,1,N,1,9.5,0,0.5,0.3,2.06,0,12.36
52776563,1,06/21/2017 4:44:54 PM,06/21/2017 4:45:13 PM,2,0,230,230,5,N,1,75,0,0,0.3,7.7,0,83
53516439,1,06/23/2017 2:05:04 PM,06/23/2017 2:20:28 PM,1,1.3,234,170,1,N,2,10.5,0,0.5,0.3,0,0,11.3
33396507,2,04/23/2017 12:33:39 AM,04/23/2017 12:40:53 AM,5,1.17,80,255,1,N,2,7,0.5,0.5,0.3,0,0,8.3
59341087,2,07/12/2017 16:05,07/12/2017 16:42,6,9.34,93,230,2,N,2,52,4.5,0.5,0.3,0,5.76,63.06
54831547,2,06/27/2017 2:55:12 PM,06/27/2017 3:04:14 PM,1,1.43,161,233,1,N,1,8,0,0.5,0.3,2.2,0,11
51791725,1,06/18/2017 9:54:28 PM,06/18/2017 10:08:26 PM,1,2.7,79,186,1,N,2,12,0.5,0.5,0.3,0,0,13.3
72987814,1,08/30/2017 11:28:09 AM,08/30/2017 11:59:29 AM,1,3.5,48,162,1,N,1,20.5,0,0.5,0.3,4,0,25.3
111205002,1,01/14/2017 7:44:22 PM,01/14/2017 7:55:37 PM,1,0.8,137,164,1,N,1,8.5,0,0.5,0.3,1.85,0,11.15
10057321,2,02/11/2017 19:58,02/11/2017 20:12,1,1.09,163,230,1,N,1,10,0,0.5,0.3,0,0,10.8
35999205,2,04/12/2017 14:59,04/12/2017 15:10,5,1.13,114,148,1,N,2,8.5,0,0.5,0.3,0,0,9.3
90811070,2,10/27/2017 7:06:41 PM,10/27/2017 7:11:56 PM,2,0.98,143,238,1,N,1,5.5,1,0.5,0.3,1.46,0,8.76
46771386,2,05/31/2017 11:55:42 PM,06/01/2017 00:07,1,2.04,50,186,1,N,1,10,0.5,0.5,0.3,2.26,0,13.56
26843257,2,04/01/2017 16:37,04/01/2017 16:47,1,1.23,263,141,1,N,1,8,0,0.5,0.3,1.76,0,10.56
56617967,2,07/01/2017 19:04,07/01/2017 19:11,1,1.5,238,263,1,N,2,7.5,0,0.5,0.3,0,0,8.3
81324540,1,09/27/2017 7:03:05 PM,09/27/2017 7:13:46 PM,1,1.5,261,114,1,N,1,8.5,1,0.5,0.3,1.2,0,11.5
54926573,2,06/29/2017 8:16:18 AM,06/29/2017 8:27:28 AM,6,1.79,79,162,1,N,1,9.5,0,0.5,0.3,2.06,0,12.36
89113780,2,10/22/2017 12:52:50 PM,10/22/2017 1:48:16 PM,1,17.22,142,132,2,N,1,52,0,0.5,0.3,13.2,0,66
79449382,1,09/21/2017 4:11:39 PM,09/21/2017 4:40:54 PM,1,0.8,234,170,1,N,1,17,1,0.5,0.3,5.6,0,24.4
108857960,2,12/23/2017 5:53:51 AM,12/23/2017 6:09:21 AM,1,8.14,75,88,1,N,1,24,0,0.5,0.3,1,0,25.8
69843967,1,08/18/2017 11:19:43 AM,08/18/2017 11:22:48 AM,1,1,138,138,1,N,2,5,0,0.5,0.3,0,0,5.8
12953148,2,02/18/2017 12:37:01 PM,02/18/2017 12:53:05 PM,1,1.87,229,234,1,N,1,11,0,0.5,0.3,0,0,11.8
108267395,1,12/21/2017 11:46:28 AM,12/21/2017 12:10:11 PM,1,6.2,132,130,1,N,2,22,0,0.5,0.3,0,0,22.8
104371099,1,12/09/2017 17:49,12/09/2017 18:02,1,1.2,161,186,1,N,1,9,0,0.5,0.3,2.45,0,12.25
97392489,2,11/16/2017 11:04:16 PM,11/16/2017 11:09:44 PM,3,0.66,79,114,1,N,1,5.5,0.5,0.5,0.3,1.36,0,8.16
72830448,2,08/29/2017 7:51:38 PM,08/29/2017 7:56:21 PM,1,1.07,246,50,1,N,2,5.5,1,0.5,0.3,0,0,7.3
106563542,2,12/16/2017 3:30:13 AM,12/16/2017 3:41:59 AM,1,4.42,97,90,1,N,1,14.5,0.5,0.5,0.3,4.74,0,20.54
104795164,2,12/10/2017 23:17,12/10/2017 23:36,1,4.14,186,166,1,N,1,17,0.5,0.5,0.3,3.66,0,21.96
29327078,1,04/08/2017 19:12,04/08/2017 19:28,1,3,162,239,1,N,1,13,0,0.5,0.3,2.75,0,16.55
107250884,1,12/18/2017 9:06:22 AM,12/18/2017 9:11:52 AM,1,0.7,262,140,1,N,2,5.5,0,0.5,0.3,0,0,6.3
13231659,2,02/19/2017 8:03:30 AM,02/19/2017 8:13:06 AM,1,1.69,141,43,1,N,2,9,0,0.5,0.3,0,0,9.8
7202637,1,02/01/2017 07:43,02/01/2017 07:52,1,0.9,107,164,1,Y,1,7,0,0.5,0.3,1.55,0,9.35
90541484,2,10/26/2017 11:33:54 PM,10/26/2017 11:44:03 PM,1,1.79,107,186,1,N,1,9,0.5,0.5,0.3,1.5,0,11.8
91768729,1,10/30/2017 6:27:19 PM,10/30/2017 6:42:03 PM,1,1.1,237,142,1,N,2,10,1,0.5,0.3,0,0,11.8
58154998,2,07/08/2017 10:10,07/08/2017 10:15,5,0.75,170,186,1,N,1,5,0,0.5,0.3,1.16,0,6.96
105230421,2,12/12/2017 12:05,12/12/2017 12:23,1,2.04,261,113,1,N,1,12.5,0,0.5,0.3,2.66,0,15.96
4837443,1,01/25/2017 1:25:50 PM,01/25/2017 1:41:37 PM,1,2.1,137,4,1,N,1,12.5,0,0.5,0.3,2.65,0,15.95
107742066,2,12/19/2017 8:36:24 PM,12/19/2017 8:53:05 PM,2,1.7,163,236,1,N,2,12,0.5,0.5,0.3,0,0,13.3
77350558,1,09/14/2017 4:11:58 PM,09/14/2017 4:58:03 PM,1,6.6,125,263,1,N,1,30.5,1,0.5,0.3,6.45,0,38.75
108360829,2,12/21/2017 4:27:17 PM,12/21/2017 4:31:24 PM,1,0.5,164,164,1,N,1,4.5,1,0.5,0.3,0,0,6.3
88549668,1,10/20/2017 6:45:00 PM,10/20/2017 7:23:05 PM,1,7.1,48,69,1,N,1,28,1,0.5,0.3,5.95,0,35.75
27272571,1,04/02/2017 20:58,04/02/2017 21:40,1,18.3,132,232,2,N,1,52,0,0.5,0.3,10.55,0,63.35
57295260,1,07/05/2017 08:38,07/05/2017 08:44,1,1,162,234,1,N,1,6.5,0,0.5,0.3,1.8,0,9.1
66962698,1,08/07/2017 20:53,08/07/2017 21:14,1,9.7,138,225,1,N,1,28,0.5,0.5,0.3,2,0,31.3
78746084,1,09/19/2017 7:39:18 AM,09/19/2017 7:44:23 AM,1,0.7,90,246,1,N,1,5.5,0,0.5,0.3,1,0,7.3
91177179,1,10/28/2017 7:21:00 PM,10/28/2017 7:27:52 PM,1,1,236,236,1,N,2,6.5,0,0.5,0.3,0,0,7.3
15610945,2,02/26/2017 5:35:22 PM,02/26/2017 5:43:33 PM,1,1.22,90,224,1,N,1,7,0,0.5,0.3,2.34,0,10.14
14740854,2,02/24/2017 9:26:19 AM,02/24/2017 9:28:21 AM,1,0.42,236,236,1,N,2,3.5,0,0.5,0.3,0,0,4.3
92603817,1,11/02/2017 12:05,11/02/2017 12:13,1,2,231,68,1,N,1,9,0,0.5,0.3,1.95,0,11.75
7340322,1,02/01/2017 15:58,02/01/2017 16:14,1,2.6,162,249,1,N,1,12.5,1,0.5,0.3,2.85,0,17.15
21804202,1,03/16/2017 7:54:52 PM,03/16/2017 8:30:26 PM,1,11.8,170,14,1,N,1,37,0,0.5,0.3,7.55,0,45.35
2404242,1,01/10/2017 02:00,01/10/2017 02:04,1,0.9,264,264,1,N,2,5,0.5,0.5,0.3,0,0,6.3
51841757,2,06/27/2017 10:36:13 PM,06/27/2017 10:45:57 PM,1,1.04,234,137,1,N,2,8,0.5,0.5,0.3,0,0,9.3
68740915,2,08/14/2017 12:03:33 PM,08/14/2017 12:07:02 PM,2,0.57,236,236,1,N,2,4.5,0,0.5,0.3,0,0,5.3
59405005,1,07/12/2017 20:44,07/12/2017 20:54,1,1.7,161,143,1,N,1,9,0.5,0.5,0.3,2.55,0,12.85
26350802,1,03/31/2017 10:08:13 AM,03/31/2017 10:24:14 AM,1,1.3,161,100,1,N,2,10.5,0,0.5,0.3,0,0,11.3
20637790,2,03/12/2017 12:07,03/12/2017 12:13,4,0.83,144,114,1,N,1,6,0,0.5,0.3,1.36,0,8.16
100883062,2,11/29/2017 11:51:24 AM,11/29/2017 12:03:13 PM,1,0.4,229,161,1,N,2,8,0,0.5,0.3,0,0,8.8
79882281,2,09/23/2017 12:47:10 AM,09/23/2017 12:52:57 AM,3,1.51,107,229,1,N,1,7,0.5,0.5,0.3,2.08,0,10.38
17451881,2,03/03/2017 00:13,03/03/2017 00:25,1,5.23,138,252,1,N,2,17,0.5,0.5,0.3,0,0,18.3
56170224,2,06/10/2017 14:59,06/10/2017 15:07,1,1.88,236,141,1,N,2,8.5,0,0.5,0.3,0,0,9.3
61018662,2,07/18/2017 11:37:28 AM,07/18/2017 11:45:04 AM,6,0.72,163,161,1,N,2,6.5,0,0.5,0.3,0,0,7.3
51133754,2,06/16/2017 8:29:21 PM,06/16/2017 8:34:53 PM,2,1.46,231,249,1,N,1,6.5,0.5,0.5,0.3,1,0,8.8
41267537,2,05/09/2017 07:52,05/09/2017 07:58,1,0.7,107,234,1,N,2,5.5,0,0.5,0.3,0,0,6.3
12721242,2,02/17/2017 6:44:48 PM,02/17/2017 7:29:10 PM,1,9.9,170,127,1,N,1,33.5,1,0.5,0.3,7.06,0,42.36
39818522,1,05/17/2017 10:59:35 AM,05/17/2017 11:10:07 AM,1,1.8,113,246,1,N,1,9,0,0.5,0.3,1.95,0,11.75
87988635,1,10/19/2017 12:36:26 AM,10/19/2017 12:54:41 AM,1,6.4,68,106,1,N,1,20,0.5,0.5,0.3,4,5.76,31.06
47472575,2,06/02/2017 08:28,06/02/2017 08:43,1,1.74,233,246,1,N,1,11,0,0.5,0.3,2.36,0,14.16
16401684,1,03/10/2017 17:57,03/10/2017 18:00,1,0.8,263,141,1,N,2,5,1,0.5,0.3,0,0,6.8
57115206,1,07/04/2017 10:57,07/04/2017 11:02,1,0.9,236,43,1,N,1,5.5,0,0.5,0.3,1.25,0,7.55
14840713,2,02/24/2017 3:38:39 PM,02/24/2017 4:08:13 PM,1,7.06,88,237,1,N,1,24.5,0,0.5,0.3,5.06,0,30.36
83624107,2,10/05/2017 09:29,10/05/2017 09:34,4,0.92,158,125,1,N,1,5.5,0,0.5,0.3,2,0,8.3
50551384,1,06/15/2017 8:51:01 AM,06/15/2017 8:58:53 AM,1,2,116,166,1,N,2,8.5,0,0.5,0.3,0,0,9.3
27270395,2,04/02/2017 20:49,04/02/2017 21:05,1,2.65,41,152,1,N,2,13,0.5,0.5,0.3,0,0,14.3
108593686,1,12/22/2017 10:18:06 AM,12/22/2017 10:36:54 AM,3,4.7,48,13,1,N,2,17.5,0,0.5,0.3,0,0,18.3
3136273,2,01/12/2017 12:15,01/12/2017 12:25,1,1.33,239,43,1,N,1,8.5,0,0.5,0.3,1.86,0,11.16
27638887,2,04/04/2017 06:51,04/04/2017 07:09,1,4.07,186,43,1,N,1,16,0,0.5,0.3,0,0,16.8
23579043,2,03/21/2017 5:56:12 PM,03/21/2017 6:13:11 PM,1,1.48,237,143,1,N,1,11.5,1,0.5,0.3,2.66,0,15.96
34203671,1,04/25/2017 12:51:58 PM,04/25/2017 1:07:06 PM,1,3.1,234,232,1,N,2,13.5,0,0.5,0.3,0,0,14.3
80785027,2,09/26/2017 3:15:58 AM,09/26/2017 3:24:20 AM,1,1.82,186,48,1,N,2,7.5,0.5,0.5,0.3,0,0,8.8
62942029,1,07/24/2017 7:34:23 PM,07/24/2017 7:36:42 PM,1,0.8,211,249,1,N,1,4.5,1,0.5,0.3,1.25,0,7.55
86601879,1,10/14/2017 4:33:44 PM,10/14/2017 4:48:17 PM,1,2.5,79,170,1,N,1,12,0,0.5,0.3,2.55,0,15.35
78045097,2,09/16/2017 5:01:59 PM,09/16/2017 5:17:47 PM,5,3.8,166,230,1,N,1,14,0,0.5,0.3,3.7,0,18.5
108131020,2,12/20/2017 10:06:43 PM,12/20/2017 10:28:12 PM,1,8.13,125,129,1,N,1,26.5,0.5,0.5,0.3,3,0,30.8
7405549,1,02/01/2017 19:22,02/01/2017 19:38,3,4,264,264,1,N,1,16,1,0.5,0.3,3.55,0,21.35
78986695,1,09/19/2017 11:25:30 PM,09/19/2017 11:38:35 PM,1,4.1,236,234,1,N,1,14,0.5,0.5,0.3,3.8,0,19.1
108294580,1,12/21/2017 12:17:28 PM,12/21/2017 12:46:02 PM,1,7.4,13,163,1,N,1,26.5,0,0.5,0.3,2,0,29.3
89370942,1,10/23/2017 11:29:04 AM,10/23/2017 11:43:50 AM,1,1.3,249,186,1,N,2,10,0,0.5,0.3,0,0,10.8
109775692,1,12/27/2017 2:52:24 PM,12/27/2017 3:01:40 PM,1,1.5,151,75,1,N,1,8.5,0,0.5,0.3,1.85,0,11.15
6732744,1,01/30/2017 4:58:13 PM,01/30/2017 5:15:14 PM,1,1.6,161,164,1,N,1,11.5,1,0.5,0.3,3.95,0,17.25
93558404,2,11/05/2017 01:50,11/05/2017 02:26,1,8.9,186,198,1,N,1,31,0.5,0.5,0.3,9.69,0,41.99
70703982,2,08/21/2017 6:48:36 PM,08/21/2017 7:01:54 PM,5,2.26,239,162,1,N,2,11,1,0.5,0.3,0,0,12.8
77427581,1,09/14/2017 8:42:46 PM,09/14/2017 8:50:45 PM,1,0.5,107,164,1,N,1,6.5,0.5,0.5,0.3,1.56,0,9.36
110168817,1,12/28/2017 10:52:01 PM,12/28/2017 11:18:58 PM,1,0.4,161,230,1,N,1,15.5,0.5,0.5,0.3,2,0,18.8
17164738,2,03/02/2017 10:58,03/02/2017 11:32,2,1.55,90,164,1,N,2,20,0,0.5,0.3,0,0,20.8
9498136,2,02/10/2017 10:33,02/10/2017 10:39,1,0.47,141,141,1,N,2,5.5,0,0.5,0.3,0,0,6.3
52719837,2,06/21/2017 1:14:03 PM,06/21/2017 1:39:46 PM,1,2.03,170,237,1,N,1,16.5,0,0.5,0.3,1.73,0,23.98
92846417,2,11/03/2017 05:34,11/03/2017 05:41,1,1.7,90,230,1,N,2,8,0.5,0.5,0.3,0,0,9.3
43381675,2,05/14/2017 11:39:12 PM,05/15/2017 12:10:52 AM,1,9.41,79,212,1,N,1,30,0.5,0.5,0.3,6.26,0,37.56
111559249,2,01/15/2017 9:56:28 PM,01/15/2017 10:02:52 PM,1,1.39,236,141,1,N,1,7,0.5,0.5,0.3,1.66,0,9.96
4774395,2,01/25/2017 10:01:35 AM,01/25/2017 10:10:41 AM,1,1.64,142,230,1,N,1,8,0,0.5,0.3,1.76,0,10.56
